,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"شماره","خوشه","نام گروه","نام استاندارد","کد استاندارد قدیم","ISCO",,,,,,,,,,,,,,,"پیشنیاز","سطح تحصيلات ورودي","ساعت- نظری","ساعت-عملی","ساعت-کارورزی","ساعت-پروژه","ساعت کل","کارو دانش","نوع","نام استاندارد به لاتین","تاریخ تدوین و به روز رسانی"
,,,,,"نسخه","کد شایستگی",,,"کد شغل",,,"کد گروه",,,"سطح مهارت","کد ISCO",,,,,,,,,,,,,,
"1060","صنعت","صنایع چرم وپوست و خز","آزمايشگر آزمايشگاه فيزيك چرمسازي","5-12/21/1/2","1","0","0","0","1","0","0","8","2","0","3","1","1","1","3","ندارد","ديپلم","32","180","0","0","212","هیچ کدام","شغل",,"1360/11/01"
"1061","صنعت","صنایع چرم وپوست و خز","آزمايشگر آزمايشگاه شيمي چرمسازي","0-11/54/1/2","1","0","0","0","2","0","0","8","2","0","3","1","1","1","3","ندارد","ديپلم","93","194","0","0","287","هیچ کدام","شغل",,"1360/10/01"
"1062","صنعت","صنایع چرم وپوست و خز","برشكار رويه كفش ماشيني درجه2","8-02/23/2/2","1","0","0","0","1","0","0","8","2","0","2","6","5","1","8","ندارد","پایان دوره  راهنمايي","40","108","0","0","148","مجموعه جدید کار و دانش","شغل",,"1373/08/01"
"1063","صنعت","صنایع چرم وپوست و خز","پستايي ساز کفش زنانه ،مردانه و بچگانه","7536-28-011-1","1","0","0","0","1","0","0","8","2","0","2","6","3","5","7","ندارد","پایان دوره  راهنمايي","40","140","0","0","180","مجموعه جدید کار و دانش","شغل","Shoe upper manufacturer","1394/05/31"
"1064","صنعت","صنایع چرم وپوست و خز","تزئین صندل","7536-28-050-1","1","1","0","0","1","0","0","8","2","0","2","6","3","5","7","ندارد","پایان دوره راهنمایی","7","23","0","0","30","هیچ کدام","شایستگی","To decorate the sandal","1394/07/01"
"1065","صنعت","صنایع چرم وپوست و خز","پیش کار کفش ورزشی","7536-28-017-1","1","0","0","0","2","0","0","8","2","0","2","6","3","5","7","ندارد","پایان دوره راهنمایی","11","53","0","0","64","مجموعه جدید کار و دانش","شغل","Sport shoes laster","1394/06/17"
"1066","صنعت","صنایع چرم وپوست و خز","پيش كار کفش زنانه،مردانه و بچگانه","7536-28-012-1","1","0","0","0","3","0","0","8","2","0","2","6","3","5","7","ندارد","پایان دوره  راهنمايي","20","118","0","0","138","مجموعه جدید کار و دانش","شغل","Shoe laster","1394/06/15"
"1067","صنعت","صنایع چرم وپوست و خز","چرخکار پستایی کفش ورزشی","7536-28-015-1","1","0","0","0","5","0","0","8","2","0","2","6","3","5","7","ندارد","پایان دوره راهنمایی","11","58","0","0","69","مجموعه جدید کار و دانش","شغل","sport shoes upper sewer","1394/06/10"
"1068","صنعت","صنایع چرم وپوست و خز","وردست چرخکار پستایی کفش ورزشی","7536-28-016-1","1","0","0","0","6","0","0","8","2","0","2","6","3","5","7","ندارد","پایان دوره راهنمایی","9","41","0","0","50","مجموعه جدید کار و دانش","شغل","Sport shoes upper sewer assistant","1394/06/10"
"1069","صنعت","صنایع چرم وپوست و خز","سازنده کمربند چرمی","7536-28-020-2","1","0","0","0","7","0","0","8","2","0","2","6","3","5","7","ندارد","پایان دوره اول متوسطه","28","72","0","0","100","مجموعه جدید کار و دانش","شغل","Leather belt maker","1394/10/20"
"1070","صنعت","صنایع چرم وپوست و خز","مدلساز کفش","7536-28-010-1","1","0","0","0","8","0","0","8","2","0","2","6","3","5","7","ندارد","دوره اول دبیرستان","29","101","0","0","130","مجموعه جدید کار و دانش","شغل","Shoes cutting pattern maker","1394/05/31"
"1071","صنعت","صنایع چرم وپوست و خز","بکارگیری اصول پایه مدلسازی کفش","7536-28-051-1","1","1","0","0","8","0","0","8","2","0","2","6","3","5","7","ندارد","دیپلم","14","41","0","0","55","هیچ کدام","شایستگی","To perform the basic principal of shoes cutting pattern making","1394/08/30"
"1072","صنعت","صنایع چرم وپوست و خز","مدلسازی صندل ","7536-28-052-1","1","2","0","0","8","0","0","8","2","0","2","6","3","5","7","بکارگیری اصول پایه مدلسازی کفش","ديپلم","8","30","0","0","38","هیچ کدام","شایستگی","Sandal cutting pattern making","1394/08/30"
"1073","صنعت","صنایع چرم وپوست و خز","مدلسازی کفش زنانه ","7536-28-053-1","1","3","0","0","8","0","0","8","2","0","2","6","3","5","7","بکارگیری اصول پایه مدلسازی کفش","دیپلم متوسطه ","10","38","0","0","48","هیچ کدام","شایستگی","Women Shoes cutting pattern making","1394/08/30"
"1074","صنعت","صنایع چرم وپوست و خز","مدلسازي كفش مردانه","7536-28-054-1","1","4","0","0","8","0","0","8","2","0","2","6","3","5","7","بکارگیری اصول پایه مدلسازی کفش","دیپلم متوسطه ","8","32","0","0","40","هیچ کدام","شایستگی","Men shoes cutting pattern making","1394/09/31"
"1075","صنعت","صنایع چرم وپوست و خز","مدلسازی کفش ورزشی ","7536-28-055-1","1","5","0","0","8","0","0","8","2","0","2","6","3","5","7","بکارگیری اصول پایه مدلسازی کفش","دیپلم متوسطه ","10","30","0","0","40","هیچ کدام","شایستگی","Sport shoes cutting pattern making","1394/10/07"
"1076","صنعت","صنایع چرم وپوست و خز","مدلسازی پوتین و چکمه ","7536-28-056-1","1","6","0","0","8","0","0","8","2","0","2","6","3","5","7","بکارگیری اصول پایه مدلسازی کفش","دیپلم ","14","56","0","0","70","هیچ کدام","شایستگی","Boot cutting pattern making","1394/10/15"
"1077","صنعت","صنایع چرم وپوست و خز","مدلسازی ماکاسین ","7536-28-057-1","1","7","0","0","8","0","0","8","2","0","2","6","3","5","7","بکارگیری اصول پایه مدلسازی کفش","دیپلم ","15","55","0","0","70","هیچ کدام","شایستگی","Moccasin cutting pattern making","1394/10/20"
"1078","صنعت","صنایع چرم وپوست و خز","پيشكاركفش(خاص دانش آموزان با نيازهاي ويژه)","1/3/‏ب‎/46/02-8","1","0","0","0","9","0","0","8","2","0","2","6","3","5","7","ندارد","پايان دوره راهنمايي پيش حرفه اي يا معادل","300","1215","0","0","1515","هیچ کدام","شغل",,"1390/12/15"
"1079","صنعت","صنایع چرم وپوست و خز","تعميركار كفش(خاص دانش آموزان با نيازهاي ويژه)","1/3/‏ا‎‏ل‎‏ف‎/46/02-8","1","0","0","0","0","1","0","8","2","0","2","6","3","5","7","ندارد","پایان دوره راهنمایی يا دوره هاي معادل","300","1215","0","0","1515","هیچ کدام","شغل",,"1390/12/15"
"1080","صنعت","صنایع چرم وپوست و خز","دوزنده دستکش چرمی","7531-28-022-1","1","0","0","0","1","0","0","8","2","0","2","1","3","5","7","ندارد","پایان ابتدایی","25","87","0","0","112","مجموعه جدید کار و دانش","شغل","leather glove maker","1394/10/20"
"1081","صنعت","صنایع چرم وپوست و خز","دوزنده کلاه چرمی","7531-28-023-2","1","0","0","0","2","0","0","8","2","0","2","1","3","5","7","ندارد","پایان دوره راهنمایی","21","82","0","0","103","مجموعه جدید کار و دانش","شغل","Hatter","1394/10/20"
"1082","صنعت","صنایع چرم وپوست و خز","دوزنده كت و كاپشن چرمي","7531-28-021-2","1","0","0","0","3","0","0","8","2","0","2","1","3","5","7","تدارد","ديپلم","63","147","0","0","210","هیچ کدام","شغل","Leather garment maker","1394/11/03"
"1083","صنعت","صنایع چرم وپوست و خز","دوزنده كيف اداري و مردانه چرمي","7318-28-011-1","1","0","0","0","1","0","0","8","2","0","2","8","1","3","7","آماده سازی و دوخت چرم","پایان دوره راهنمایی","20","82","0","0","102","مجموعه جدید کار و دانش","شغل","Leather briefcase sewer","1394/10/26"
"1084","صنعت","صنایع چرم وپوست و خز","دوزنده كيف با چرم طبيعي","7318-28-010-1","1","0","0","0","2","0","0","8","2","0","2","8","1","3","7","ندارد","پایان دوره اول متوسطه","69","171","0","0","240","مجموعه جدید کار و دانش","شغل","Leather bag sewer","1394/10/26"
"1085","صنعت","صنایع چرم وپوست و خز","الگوساز کیف (چرم و پوست )","7318-42-051-1","1","1","0","0","2","0","0","8","2","0","2","8","1","3","7","ندارد","پایان دوره راهنمایی (دوره اول دبیرستان)","20","40","0","0","60","هیچ کدام","شایستگی","To draft pattern of bag","1393/12/27"
"1086","صنعت","صنایع چرم وپوست و خز","برش چرم با ابزارهای دستی (چرم و پوست) ","7318-42-050-1","1","2","0","0","2","0","0","8","2","0","2","8","1","3","7","ندارد","پایان دوره اول دبیرستان","10","33","0","0","43","هیچ کدام","شایستگی","Cut leather by tools","1393/12/27"
"1087","صنعت","صنایع چرم وپوست و خز","آماده سازی و دوخت چرم ","7318-42-052-1","1","3","0","0","2","0","0","8","2","0","2","8","1","3","7","ندارد","دوره اول دبیرستان","20","66","0","0","86","هیچ کدام","شایستگی","sew leather","1394/01/18"
"1088","صنعت","صنایع چرم وپوست و خز","دوخت و تکمیل کیف زنانه ","7318-28-053-1","1","4","0","0","2","0","0","8","2","0","2","8","1","3","7","شایستگی اماده سازی و دوخت چرم","پایان دوره راهنمایی","7","32","0","0","39","هیچ کدام","شایستگی","Making women‘s leather handbags","1394/02/30"
"1089","صنعت","صنایع چرم وپوست و خز","دوزنده كيف با چرم مصنوعي","7318-28-012-1","1","0","0","0","3","0","0","8","2","0","2","8","1","3","7","ندارد","پایان دوره اول متوسطه","72","196","0","0","268","هیچ کدام","شغل","Artificial leather bag sewer","1396/03/06"
"1090","صنعت","صنایع چرم وپوست و خز","دوزنده كيف چرمي با دست","7318-28-013-1","1","0","0","0","4","0","0","8","2","0","2","8","1","3","7","ندارد","پایان دوره ابتدايي","53","215","0","0","268","مجموعه جدید کار و دانش","شغل","Craftman of handmade leather bags","1396/03/06"
"1091","صنعت","صنایع چرم وپوست و خز","ساخت جاکلیدی چرم با دست ","7318-28-054-1","1","1","0","0","4","0","0","8","2","0","2","8","1","3","7","ندارد","پایان دوره اول متوسطه","10","50","0","0","60","هیچ کدام","شایستگی","Manufacturer of leather key holder","1394/10/20"
"1092","صنعت","صنایع چرم وپوست و خز","دوزنده زیراندازهای چرمی","7318-28-015-1","1","0","0","0","5","0","0","8","2","0","2","8","1","3","7","ندارد","پایان دوره راهنمایی","19","61","0","0","80","مجموعه جدید کار و دانش","شغل","Leather rug sewer","1394/06/10"
"1093","صنعت","صنایع چرم وپوست و خز","رنگرز پوست","7-62/50/1/2","1","0","0","0","1","0","0","8","2","0","2","5","5","1","8","ندارد","پایان دوره راهنمایی","15","202","0","0","217","مجموعه هشتم کار و دانش","شغل",,"1360/01/01"
"1094","صنعت","صنایع چرم وپوست و خز","فالس زن چرمسازي","7-61/41/1/2","1","0","0","0","2","0","0","8","2","0","2","5","5","1","8","ندارد","پایان دوره راهنمایی","28","218","0","0","246","هیچ کدام","شغل",,"1360/08/01"
"1095","صنعت","صنایع چرم وپوست و خز","قيچي زن پشم در حالت ترو خشك","7-61/44/1/2","1","0","0","0","3","0","0","8","2","0","2","5","5","1","8","ندارد","پایان دوره  راهنمايي","14","38","0","0","52","هیچ کدام","شغل",,"1360/05/01"
"1096","صنعت","صنایع چرم وپوست و خز","كارگر بالابان و هاسپل","7-61/46/1/2","1","0","0","0","4","0","0","8","2","0","2","5","5","1","8","ندارد","پایان دوره  راهنمايي","26","164","0","0","190","مجموعه هشتم کار و دانش","شغل",,"1360/08/01"
"1097","صنعت","صنایع چرم وپوست و خز","كارگر بخش آهكدان","7-61/25/1/2","1","0","0","0","5","0","0","8","2","0","2","5","5","1","8","ندارد","پایان دوره  راهنمايي","108","288","0","0","396","هیچ کدام","شغل",,"1362/09/01"
"1098","صنعت","صنایع چرم وپوست و خز","كارگر دباغي چرم","7-61/45/1/2","1","0","0","0","6","0","0","8","2","0","2","5","5","1","8","-","پایان دوره  راهنمايي","40","317","0","0","357","مجموعه هشتم کار و دانش","شغل",,"1362/07/01"
"1099","صنعت","صنایع چرم وپوست و خز","كارگر رنگرز چرم","7-61/55/1/2","1","0","0","0","7","0","0","8","2","0","2","5","5","1","8","ندارد","پایان دوره  راهنمايي","31","151","0","0","182","مجموعه هشتم کار و دانش","شغل",,"1360/08/01"
"1100","صنعت","صنایع چرم وپوست و خز","لش زن و آبگير پوست و چرم","7-61/35/1/2","1","0","0","0","8","0","0","8","2","0","2","5","5","1","8","ندارد","پایان دوره  راهنمايي","24","205","0","0","229","مجموعه هشتم کار و دانش","شغل",,"1360/08/01"
"1101","صنعت","صنایع چرم وپوست و خز","پرداخت كار پوست","7-62/41/1/2","1","0","0","0","9","0","0","8","2","0","2","5","5","1","8","ندارد","پایان دوره راهنمایی","30","100","0","0","130","هیچ کدام","شغل",,"1360/05/01"
"1102","صنعت","صنایع چرم وپوست و خز","پرداخت كار چرم","7-61/91/1/2","1","0","0","0","0","1","0","8","2","0","2","5","5","1","8","ندارد","پایان دوره راهنمایی","12","96","0","0","108","هیچ کدام","شغل",,"1360/08/01"
